Efficiency, Work of Compressor (kJ / kg), Work of Turbine (kJ / kg), Work of Cycle (kJ / kg), Heat Addition (kJ / kg), Heat Rejection (kJ / kg)
40.5679,408.452,2156.93,1748.48,4310,2561.52
