Efficiency, Work of Compressor (kJ / kg), Work of Turbine (kJ / kg), Work of Cycle (kJ / kg), Heat Addition (kJ / kg), Heat Rejection (kJ / kg)
56.0344,798.21,3213.29,2415.08,4310,1894.92
